,lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel
512,>MWNH/,"troskab, trofasthed",,,,,,,,,,,,,,,,
513,>MWY/,Amos,,,,,,,,,,,,,,,,
514,>MJ/,,,,,,,,,,,,,,,,,
515,>MJY/,stærk,,,,,,,,,,,,,,,,
516,>MJR/,,,,,,,,,,,,,,,,,
517,>ML[,,,,,,,,,,,,,,,,,
518,>MLH/,,,,,,,,,,,,,,,,,
519,>MLL/,,,,,,,,,,,,,,,,,
520,>MLL=/,"svag, faldefærdig",,,,,,,,,,,,,,,,
521,>MM/,,,,,,,,,,,,,,,,,
522,>MN,"visselig, amen",,,,,,,,,,,,,,,,
523,>MN/,,,,,,,,,,,,,,,,,
524,>MN=/,,,,,,,,,,,,,,,,,
525,>MN==/,,,,,,,,,,,,,,,,,
526,>MN[,,,"stå fast, være tro imod, være pålidelig",,,,"tro, stole på",,,,,,,,,,
527,>MNH,virkelig (emph),,,,,,,,,,,,,,,,
528,>MNH/,,,,,,,,,,,,,,,,,
529,>MNH=/,,,,,,,,,,,,,,,,,
530,>MNH==/,,,,,,,,,,,,,,,,,
531,>MNH===/,,,,,,,,,,,,,,,,,
532,>MNWN/,,,,,,,,,,,,,,,,,
533,>MNM,"virkelig, sandelige (emph)",,,,,,,,,,,,,,,,
534,>MNM=,"virkelig, sandelige (emph)",,,,,,,,,,,,,,,,
535,>MY/,,,,,,,,,,,,,,,,,
536,>MY=/,,,,,,,,,,,,,,,,,
537,>MY[,,være stærk,,styrke,,,,,,,,,,,,,
538,>MYH/,,,,,,,,,,,,,,,,,
539,>MYJ/,,,,,,,,,,,,,,,,,
540,>MYJH/,,,,,,,,,,,,,,,,,
541,>MYJHW/,,,,,,,,,,,,,,,,,
542,>MR/,,,,,,,,,,,,,,,,,
543,>MR=/,,,,,,,,,,,,,,,,,
544,>MR==/,,,,,,,,,,,,,,,,,
545,>MR===/,,,,,,,,,,,,,,,,,
546,>MR=[,,,,,,,,,,,,,,,,,
547,>MR[,,"sige, tænke","siges, kaldes",,,,erklære,,,,,,,,,,
548,>MRH/,,,,,,,,,,,,,,,,,
549,>MRJ/,amorittisk,,,,,,,,,,,,,,,,
550,>MRJ=/,,,,,,,,,,,,,,,,,
551,>MRJH/,,,,,,,,,,,,,,,,,
552,>MRJHW/,,,,,,,,,,,,,,,,,
553,>MRPL/,,,,,,,,,,,,,,,,,
554,>MC/,,,,,,,,,,,,,,,,,
555,>MT/,"sandhed, troværdighed, stabilitet",,,,,,,,,,,,,,,,
556,>MTXT/,,,,,,,,,,,,,,,,,
557,>MTJ/,Ammitai,,,,,,,,,,,,,,,,
558,>N,"hvor, hvorfra (interr)",,,,,,,,,,,,,,,,
559,>N/,,,,,,,,,,,,,,,,,
560,>N>,"dog, venligst (emph)",,,,,,,,,,,,,,,,
561,>NH/,,,,,,,,,,,,,,,,,
562,>NH=[,,,,,,,,,,,,,,,,,
563,>NH[,,,,"lade ske, tillade at det sker",,,,,,,,,,,,,
564,>NWC/,menneske,,,,,,,,,,,,,,,,
565,>NWC=/,,,,,,,,,,,,,,,,,
566,>NWC==/,,,,,,,,,,,,,,,,,
567,>NX[,,,,,,,,,,,,,,,,,
568,>NXH/,"suk, stønnen",,,,,,,,,,,,,,,,
569,>NXNW,vi,,,,,,,,,,,,,,,,
570,>NXRT/,,,,,,,,,,,,,,,,,
571,>NJ,jeg,,,,,,,,,,,,,,,,
572,>NJ/,,,,,,,,,,,,,,,,,
573,>NJH/,skib,,,,,,,,,,,,,,,,
574,>NJH=/,,,,,,,,,,,,,,,,,
575,>NJ<M/,,,,,,,,,,,,,,,,,
576,>NK/,,,,,,,,,,,,,,,,,
577,>NKJ,jeg,,,,,,,,,,,,,,,,
578,>NN[,,,,,,,,,,,,,,,,,
579,>NS[,,,,,,,,,,,,,,,,,
580,>NP[,,være vred,,,,,,,,,,,,,,,
581,>NPH/,,,,,,,,,,,,,,,,,
582,>NQ[,,,,,,,,,,,,,,,,,
583,>NQH/,,,,,,,,,,,,,,,,,
584,>NQH=/,,,,,,,,,,,,,,,,,
585,>NC[,,,,,,,,,,,,,,,,,
586,>S>/,,,,,,,,,,,,,,,,,
587,>SWK/,,,,,,,,,,,,,,,,,
588,>SWN/,"ulykke, dødsfald",,,,,,,,,,,,,,,,
589,>SWR/,,,,,,,,,,,,,,,,,
590,>SJP/,,,,,,,,,,,,,,,,,
591,>SJR/,,,,,,,,,,,,,,,,,
592,>SJR=/,,,,,,,,,,,,,,,,,
593,>SJR==/,,,,,,,,,,,,,,,,,
594,>SM/,,,,,,,,,,,,,,,,,
595,>SNH/,,,,,,,,,,,,,,,,,
596,>SNT/,,,,,,,,,,,,,,,,,
597,>SP/,,,,,,,,,,,,,,,,,
598,>SP=/,,,,,,,,,,,,,,,,,
599,>SP==/,,,,,,,,,,,,,,,,,
600,>SP[,,samle,"samles, blive samlet",,,,,,,,,,,,,,
601,>SPH/,,,,,,,,,,,,,,,,,
602,>SPH=/,,,,,,,,,,,,,,,,,
603,>SPSP/,,,,,,,,,,,,,,,,,
604,>SPT>/,,,,,,,,,,,,,,,,,
605,>SR/,,,,,,,,,,,,,,,,,
606,>SR=/,,,,,,,,,,,,,,,,,
607,>SR[,,,,,,,,,,,,,,,,,
608,>SR_XDN/,,,,,,,,,,,,,,,,,
609,>STR/,,,,,,,,,,,,,,,,,
610,>P,"også, endog",,,,,,,,,,,,,,,,
611,>P/,"næse, vrede, næsebor",,,,,,,,,,,,,,,,
612,>PD/,,,,,,,,,,,,,,,,,
613,>PD=/,,,,,,,,,,,,,,,,,
614,>PD[,,,,,,,,,,,,,,,,,
615,>PDH/,,,,,,,,,,,,,,,,,
616,>PDN/,,,,,,,,,,,,,,,,,
617,>PH/,,,,,,,,,,,,,,,,,
618,>PH[,,,,,,,,,,,,,,,,,
619,>PW,"så, derfor ",,,,,,,,,,,,,,,,
620,>PJX/,,,,,,,,,,,,,,,,,
621,>PJL/,,,,,,,,,,,,,,,,,
622,>PJM/,,,,,,,,,,,,,,,,,
623,>PJQ/,,,,,,,,,,,,,,,,,
624,>PJQ=/,,,,,,,,,,,,,,,,,
625,>PJQ==/,,,,,,,,,,,,,,,,,
626,>PL/,,,,,,,,,,,,,,,,,
627,>PL=/,,,,,,,,,,,,,,,,,
628,>PLH/,,,,,,,,,,,,,,,,,
629,>PLL/,,,,,,,,,,,,,,,,,
630,>PN/,,,,,,,,,,,,,,,,,
631,>PS/,"ende, intethed (n), uden (adv)",,,,,,,,,,,,,,,,
632,>PS[,,,,,,,,,,,,,,,,,
633,>PS_DMJM/,,,,,,,,,,,,,,,,,
634,>PSJM/,,,,,,,,,,,,,,,,,
635,>P</,,,,,,,,,,,,,,,,,
636,>P<H/,,,,,,,,,,,,,,,,,
637,>PP[,,,,,,,,,,,,,,,,,
638,>PQ/,,,,,,,,,,,,,,,,,
639,>PQ[,,,,,,,,,,,,,,,,,
640,>PQH/,,,,,,,,,,,,,,,,,
641,>PR/,"aske, støv",,,,,,,,,,,,,,,,
642,>PR=/,,,,,,,,,,,,,,,,,
643,>PRX/,,,,,,,,,,,,,,,,,
644,>PRJWN/,,,,,,,,,,,,,,,,,
645,>PRJM/,Efraim,,,,,,,,,,,,,,,,
646,>PRT/,,,,,,,,,,,,,,,,,
647,>PRTH/,,,,,,,,,,,,,,,,,
648,>PRTJ/,,,,,,,,,,,,,,,,,
649,>YBWN/,,,,,,,,,,,,,,,,,
650,>YB</,"finger, tå",,,,,,,,,,,,,,,,
651,>YJL/,,,,,,,,,,,,,,,,,
652,>YJL=/,,,,,,,,,,,,,,,,,
653,>YJL==/,,,,,,,,,,,,,,,,,
654,>YL/,"ved siden af, side",,,,,,,,,,,,,,,,
655,>YL=/,,,,,,,,,,,,,,,,,
656,>YL==/,,,,,,,,,,,,,,,,,
657,>YL[,,,,,,,,,,,,,,,,,
658,>YLJHW/,,,,,,,,,,,,,,,,,
659,>YM/,,,,,,,,,,,,,,,,,
660,>Y<DH/,,,,,,,,,,,,,,,,,
661,>YR/,,,,,,,,,,,,,,,,,
662,>YR[,,,,,,,,,,,,,,,,,
663,>QDX/,,,,,,,,,,,,,,,,,
664,>QW/,,,,,,,,,,,,,,,,,
665,>R>/,,,,,,,,,,,,,,,,,
666,>R>L/,,,,,,,,,,,,,,,,,
667,>R>LJ/,,,,,,,,,,,,,,,,,
668,>R>LJ=/,,,,,,,,,,,,,,,,,
669,>RB/,,,,,,,,,,,,,,,,,
670,>RB=/,,,,,,,,,,,,,,,,,
671,>RB==/,,,,,,,,,,,,,,,,,
672,>RB[,,,,,,,,,,,,,,,,,
673,>RBH/,,,,,,,,,,,,,,,,,
674,>RBH=/,,,,,,,,,,,,,,,,,
675,>RBH==/,,,,,,,,,,,,,,,,,
676,>RBWT/,,,,,,,,,,,,,,,,,
677,>RBJ/,,,,,,,,,,,,,,,,,
678,>RB</,fire,,,,,,,,,,,,,,,,
679,>RG/,,,,,,,,,,,,,,,,,
680,>RG[,,,,,,,,,,,,,,,,,
681,>RGB/,,,,,,,,,,,,,,,,,
682,>RGWN/,,,,,,,,,,,,,,,,,
683,>RGZ/,,,,,,,,,,,,,,,,,
684,>RGMN/,,,,,,,,,,,,,,,,,
685,>RD/,,,,,,,,,,,,,,,,,
686,>RDWN/,,,,,,,,,,,,,,,,,
687,>RDJ/,,,,,,,,,,,,,,,,,
688,>RDJ=/,,,,,,,,,,,,,,,,,
689,>RH[,,,,,,,,,,,,,,,,,
690,>RWD/,,,,,,,,,,,,,,,,,
691,>RWD=/,,,,,,,,,,,,,,,,,
692,>RWDJ/,,,,,,,,,,,,,,,,,
693,>RWDJ=/,,,,,,,,,,,,,,,,,
694,>RWDJ==/,,,,,,,,,,,,,,,,,
695,>RWH/,,,,,,,,,,,,,,,,,
696,>RWZ/,,,,,,,,,,,,,,,,,
697,>RWKH/,,,,,,,,,,,,,,,,,
698,>RWMH/,,,,,,,,,,,,,,,,,
699,>RWN/,"ark, kiste",,,,,,,,,,,,,,,,
700,>RWNH/,,,,,,,,,,,,,,,,,
701,>RZ/,cedertræ,,,,,,,,,,,,,,,,
702,>RZH/,,,,,,,,,,,,,,,,,
703,>RX/,"sti, vej",,,,,,,,,,,,,,,,
704,>RX=/,,,,,,,,,,,,,,,,,
705,>RX[,,,,,,,,,,,,,,,,,
706,>RXH/,,,,,,,,,,,,,,,,,
707,>RXH=/,,,,,,,,,,,,,,,,,
708,>RJ/,løve,,,,,,,,,,,,,,,,
709,>RJ=/,,,,,,,,,,,,,,,,,
710,>RJ>L/,,,,,,,,,,,,,,,,,
711,>RJ>L=/,,,,,,,,,,,,,,,,,
712,>RJ>L==/,,,,,,,,,,,,,,,,,
713,>RJDT>/,,,,,,,,,,,,,,,,,
714,>RJH/,løve,,,,,,,,,,,,,,,,
715,>RJH=/,,,,,,,,,,,,,,,,,
716,>RJWK/,,,,,,,,,,,,,,,,,
717,>RJSJ/,,,,,,,,,,,,,,,,,
718,>RK/,"sen, lang",,,,,,,,,,,,,,,,
719,>RK=/,,,,,,,,,,,,,,,,,
720,>RK==/,,,,,,,,,,,,,,,,,
721,>RK===/,,,,,,,,,,,,,,,,,
722,>RK[,,,,,,,"gøre lang, forlænge",,,,,,,,,,
723,>RKJ/,,,,,,,,,,,,,,,,,
724,>RM/,Aram,,,,,,,,,,,,,,,,
725,>RM_M<KH/,,,,,,,,,,,,,,,,,
726,>RM_NHRJM/,,,,,,,,,,,,,,,,,
727,>RMWN/,,,,,,,,,,,,,,,,,
728,>RMJ/,,,,,,,,,,,,,,,,,
729,>RMJ=/,,,,,,,,,,,,,,,,,
730,>RMNJ/,,,,,,,,,,,,,,,,,
731,>RN/,,,,,,,,,,,,,,,,,
732,>RN=/,,,,,,,,,,,,,,,,,
733,>RN==/,,,,,,,,,,,,,,,,,
734,>RNBT/,,,,,,,,,,,,,,,,,
735,>RNWN/,,,,,,,,,,,,,,,,,
736,>RNN/,,,,,,,,,,,,,,,,,
737,>RNN=/,,,,,,,,,,,,,,,,,
738,>RPD/,,,,,,,,,,,,,,,,,
739,>RPKCD/,,,,,,,,,,,,,,,,,
740,>RY/,"jord, land, territorie",,,,,,,,,,,,,,,,
741,>RY>/,,,,,,,,,,,,,,,,,
742,>RR[,,forbande,,,,,,,,,,,,,,,
743,>RRV/,,,,,,,,,,,,,,,,,
744,>RRJ/,,,,,,,,,,,,,,,,,
745,>RF[,,,,,,,,,,,,,,,,,
746,>RCT/,,,,,,,,,,,,,,,,,
747,>RT/,,,,,,,,,,,,,,,,,
748,>RTXCST>/,,,,,,,,,,,,,,,,,
749,>RTXCFT>/,,,,,,,,,,,,,,,,,
750,>C/,ild,,,,,,,,,,,,,,,,
751,>C=/,,,,,,,,,,,,,,,,,
752,>CBL/,,,,,,,,,,,,,,,,,
753,>CBLJ/,,,,,,,,,,,,,,,,,
754,>CBN/,,,,,,,,,,,,,,,,,
755,>CB</,,,,,,,,,,,,,,,,,
756,>CB<L/,,,,,,,,,,,,,,,,,
757,>CD/,,,,,,,,,,,,,,,,,
758,>CDWD/,,,,,,,,,,,,,,,,,
759,>CDWDJ/,,,,,,,,,,,,,,,,,
760,>CH/,"kvinde, hustru",,,,,,,,,,,,,,,,
761,>CH=/,,,,,,,,,,,,,,,,,
762,>CWN/,,,,,,,,,,,,,,,,,
763,>CWR/,"Assyrien, assyrisk; Assur",,,,,,,,,,,,,,,,
764,>CWR=/,,,,,,,,,,,,,,,,,
765,>CWR==/,,,,,,,,,,,,,,,,,
766,>CWRJ/,,,,,,,,,,,,,,,,,
767,>CWRJM/,,,,,,,,,,,,,,,,,
768,>CXWR/,,,,,,,,,,,,,,,,,
769,>CJH/,,,,,,,,,,,,,,,,,
770,>CJM>/,,,,,,,,,,,,,,,,,
771,>CJCH/,,,,,,,,,,,,,,,,,
772,>CK/,,,,,,,,,,,,,,,,,
773,>CKWL/,,,,,,,,,,,,,,,,,
774,>CKL/,,,,,,,,,,,,,,,,,
775,>CKL=/,,,,,,,,,,,,,,,,,
776,>CKNZ/,,,,,,,,,,,,,,,,,
777,>CKR/,,,,,,,,,,,,,,,,,
778,>CL/,,,,,,,,,,,,,,,,,
779,>CM/,"skyldoffer, skyld, fejl",,,,,,,,,,,,,,,,
780,>CM=/,,,,,,,,,,,,,,,,,
781,>CM[,,,,,,,,,,,,,,,,,
782,>CMH/,,,,,,,,,,,,,,,,,
783,>CMWRH/,,,,,,,,,,,,,,,,,
784,>CMNJM/,,,,,,,,,,,,,,,,,
785,>CMRT/,,,,,,,,,,,,,,,,,
786,>CNB/,,,,,,,,,,,,,,,,,
787,>CNH/,,,,,,,,,,,,,,,,,
788,>C<N/,,,,,,,,,,,,,,,,,
789,>CP/,,,,,,,,,,,,,,,,,
790,>CPH/,,,,,,,,,,,,,,,,,
791,>CPNZ/,,,,,,,,,,,,,,,,,
792,>CPR/,,,,,,,,,,,,,,,,,
793,>CPT/,,,,,,,,,,,,,,,,,
794,>CQLWN/,,,,,,,,,,,,,,,,,
795,>CQLWNJ/,,,,,,,,,,,,,,,,,
796,>CR,"som (rel); at, så at, fordi (konj)",,,,,,,,,,,,,,,,
797,>CR=/,"lykke, glæde",,,,,,,,,,,,,,,,
798,>CR==/,,,,,,,,,,,,,,,,,
799,>CR===/,,,,,,,,,,,,,,,,,
800,>CR=[,,,,,,,,,,,,,,,,,
801,>CR[,,,,,,,,,,,,,,,,,
802,>FR>L/,,,,,,,,,,,,,,,,,
803,>FR>LH/,,,,,,,,,,,,,,,,,
804,>CRH/,,,,,,,,,,,,,,,,,
805,>CRJ/,,,,,,,,,,,,,,,,,
806,>FRJ>L/,,,,,,,,,,,,,,,,,
807,>FRJ>LJ/,,,,,,,,,,,,,,,,,
808,>CC[,,,,,,,,,,,,,,,,,
809,>CT>L/,,,,,,,,,,,,,,,,,
810,>CT>LJ/,,,,,,,,,,,,,,,,,
811,>CTWN/,,,,,,,,,,,,,,,,,
812,>CTM</,,,,,,,,,,,,,,,,,
813,>T,OM; objektsmarkør,,,,,,,,,,,,,,,,
814,>T/,plovjern,,,,,,,,,,,,,,,,
815,>T=,du,,,,,,,,,,,,,,,,
816,>T==,"med, ved siden af",,,,,,,,,,,,,,,,
817,>TB<L/,,,,,,,,,,,,,,,,,
818,>TH,du,,,,,,,,,,,,,,,,
819,>TH[,,,,,,,,,,,,,,,,,
820,>TWN/,"æselhoppe, hunæsel",,,,,,,,,,,,,,,,
821,>TJ/,,,,,,,,,,,,,,,,,
822,>TJQ/,,,,,,,,,,,,,,,,,
823,>TM,I,,,,,,,,,,,,,,,,
824,>TM/,,,,,,,,,,,,,,,,,
825,>TMWL/,,,,,,,,,,,,,,,,,
826,>TN,,,,,,,,,,,,,,,,,
827,>TNH,I,,,,,,,,,,,,,,,,
828,>TNH/,,,,,,,,,,,,,,,,,
829,>TNJ/,,,,,,,,,,,,,,,,,
830,>TNN/,,,,,,,,,,,,,,,,,
831,>TNN=/,,,,,,,,,,,,,,,,,
832,>TRJM/,,,,,,,,,,,,,,,,,
833,B,"i, på, ved hjælp af",,,,,,,,,,,,,,,,
834,B>H/,,,,,,,,,,,,,,,,,
835,B>R/,"brønd, grube",,,,,,,,,,,,,,,,
836,B>R=/,,,,,,,,,,,,,,,,,
837,B>R[,,,,,,,,,,,,,,,,,
838,B>R_>JLJM/,,,,,,,,,,,,,,,,,
839,B>R>/,,,,,,,,,,,,,,,,,
840,B>RH/,,,,,,,,,,,,,,,,,
841,B>RWT/,,,,,,,,,,,,,,,,,
842,B>RJ/,,,,,,,,,,,,,,,,,
843,B>RT_BNJ_J<QN/,,,,,,,,,,,,,,,,,
844,B>RTJ/,,,,,,,,,,,,,,,,,
845,B>C/,,,,,,,,,,,,,,,,,
846,B>C=/,,,,,,,,,,,,,,,,,
847,B>C[,,stinke,,,,,,,,,,,,,,,
848,B>CH/,,,,,,,,,,,,,,,,,
849,BBH/,,,,,,,,,,,,,,,,,
850,BBJ/,,,,,,,,,,,,,,,,,
851,BBL/,Babylon (Babel),,,,,,,,,,,,,,,,
852,BGD/,tøj,,,,,,,,,,,,,,,,
853,BGD=/,,,,,,,,,,,,,,,,,
854,BGD[,,behandle troløst,,,,,,,,,,,,,,,
855,BGDWT/,,,,,,,,,,,,,,,,,
856,BGWD/,,,,,,,,,,,,,,,,,
857,BGWJ/,,,,,,,,,,,,,,,,,
858,BGT>/,,,,,,,,,,,,,,,,,
859,BGTN/,,,,,,,,,,,,,,,,,
860,BD/,"alene, bærestænger, skud",,,,,,,,,,,,,,,,
861,BD=/,,,,,,,,,,,,,,,,,
862,BD>[,,,,,,,,,,,,,,,,,
863,BDD/,,,,,,,,,,,,,,,,,
864,BDD=/,,,,,,,,,,,,,,,,,
865,BDD[,,,,,,,,,,,,,,,,,
866,BDJH/,,,,,,,,,,,,,,,,,
867,BDJL/,,,,,,,,,,,,,,,,,
868,BDJL=/,,,,,,,,,,,,,,,,,
869,BDL/,,,,,,,,,,,,,,,,,
870,BDL[,,,,,,,"skille fra, gøre forskel",,,,,,,,,,
871,BDLX/,bedellium,,,,,,,,,,,,,,,,
872,BDN/,,,,,,,,,,,,,,,,,
873,BDQ/,,,,,,,,,,,,,,,,,
874,BDQ[,,,,,,,,,,,,,,,,,
875,BDQR/,,,,,,,,,,,,,,,,,
876,BHW/,"tom, øde",,,,,,,,,,,,,,,,
877,BHWN/,,,,,,,,,,,,,,,,,
878,BHV/,,,,,,,,,,,,,,,,,
879,BHJR/,,,,,,,,,,,,,,,,,
880,BHL[,,,"være skræmt, være rædselsslagen","skræmme, haste",,,,,,,,,,,,,
881,BHLH/,,,,,,,,,,,,,,,,,
882,BHMH/,"husdyr, kvæg",,,,,,,,,,,,,,,,
883,BHMWT/,,,,,,,,,,,,,,,,,
884,BHN/,,,,,,,,,,,,,,,,,
885,BHN=/,,,,,,,,,,,,,,,,,
886,BHQ/,,,,,,,,,,,,,,,,,
887,BHRT/,,,,,,,,,,,,,,,,,
888,BW>[,,"komme, ankomme, gå ind",,,,,"bringe, lade komme",blive bragt,,,,,,,,,
889,BWZ/,,,,,,,,,,,,,,,,,
890,BWZ=/,,,,,,,,,,,,,,,,,
891,BWZ==/,,,,,,,,,,,,,,,,,
892,BWZ[,,,,,,,,,,,,,,,,,
893,BWZH/,,,,,,,,,,,,,,,,,
894,BWZJ/,,,,,,,,,,,,,,,,,
895,BWZJ=/,,,,,,,,,,,,,,,,,
896,BWJ/,,,,,,,,,,,,,,,,,
897,BWK[,,,,,,,,,,,,,,,,,
898,BWL/,,,,,,,,,,,,,,,,,
899,BWL=/,,,,,,,,,,,,,,,,,
900,BWNH/,,,,,,,,,,,,,,,,,
901,BWNJ/,,,,,,,,,,,,,,,,,
902,BWS[,,,,,,,,,,,,,,,,,
903,BWY/,,,,,,,,,,,,,,,,,
904,BWYY/,,,,,,,,,,,,,,,,,
905,BWQH/,,,,,,,,,,,,,,,,,
906,BWQR/,,,,,,,,,,,,,,,,,
907,BWR/,"cisterne, grube, vandtank",,,,,,,,,,,,,,,,
908,BWR_<CN/,,,,,,,,,,,,,,,,,
909,BWC[,,skamme sig,,,,skamme sig over for hinanden,,,,,,,,,,,
910,BWCH/,,,,,,,,,,,,,,,,,
911,BZ/,,,,,,,,,,,,,,,,,
912,BZ>[,,,,,,,,,,,,,,,,,
913,BZH/,,,,,,,,,,,,,,,,,
914,BZH[,,foragte,foragtes,,,,,,,,,,,,,,
915,BZZ[,,,,,,,,,,,,,,,,,
916,BZJWN/,,,,,,,,,,,,,,,,,
917,BZJWTJH/,,,,,,,,,,,,,,,,,
918,BZQ/,,,,,,,,,,,,,,,,,
919,BZQ=/,,,,,,,,,,,,,,,,,
920,BZR[,,,,,,,,,,,,,,,,,
921,BZT>/,,,,,,,,,,,,,,,,,
922,BXWN/,,,,,,,,,,,,,,,,,
923,BXWN=/,,,,,,,,,,,,,,,,,
924,BXWR/,ung mand,,,,,,,,,,,,,,,,
925,BXWRWT/,,,,,,,,,,,,,,,,,
926,BXJR/,,,,,,,,,,,,,,,,,
927,BXL[,,,,,,,,,,,,,,,,,
928,BXN/,,,,,,,,,,,,,,,,,
929,BXN=/,,,,,,,,,,,,,,,,,
930,BXN[,,,,,,,,,,,,,,,,,
931,BXR[,,udvælge,,,,,,,,,,,,,,,
932,BXRJM/,,,,,,,,,,,,,,,,,
933,BXRJM=/,Bahurim,,,,,,,,,,,,,,,,
934,BXRMJ/,,,,,,,,,,,,,,,,,
935,BV>[,,,,,,,,,,,,,,,,,
936,BVWX/,,,,,,,,,,,,,,,,,
937,BVX/,,,,,,,,,,,,,,,,,
938,BVX=/,,,,,,,,,,,,,,,,,
939,BVX[,,stole på,,,,,skabe tillid,,,,,,,,,,
940,BVXH/,,,,,,,,,,,,,,,,,
941,BVXWN/,,,,,,,,,,,,,,,,,
942,BVXWT/,,,,,,,,,,,,,,,,,
943,BVL[,,,,,,,,,,,,,,,,,
944,BVN/,"mave, bug",,,,,,,,,,,,,,,,
945,BVN=/,,,,,,,,,,,,,,,,,
946,BVNH/,,,,,,,,,,,,,,,,,
947,BVNJM/,,,,,,,,,,,,,,,,,
948,BJ,vær venlig at,,,,,,,,,,,,,,,,
949,BJN/,"mellem, interval (n)",,,,,,,,,,,,,,,,
950,BJN[,,forstå,have indsigt,,,"få indsigt i, forsøge at forstå, skaffe mig indsigt i","give indsigt, forstå",,,,,,,,,,
951,BJNH/,indsigt,,,,,,,,,,,,,,,,
952,BJYH/,,,,,,,,,,,,,,,,,
953,BJR/,,,,,,,,,,,,,,,,,
954,BJRH/,,,,,,,,,,,,,,,,,
955,BJRNJH/,,,,,,,,,,,,,,,,,
956,BJT/,"hus, familie",,,,,,,,,,,,,,,,
957,BJT_>WN/,,,,,,,,,,,,,,,,,
958,BJT_>L/,Betel,,,,,,,,,,,,,,,,
959,BJT_>RB>L/,,,,,,,,,,,,,,,,,
960,BJT_B<L_M<WN/,,,,,,,,,,,,,,,,,
961,BJT_BR>J/,,,,,,,,,,,,,,,,,
962,BJT_BRH/,,,,,,,,,,,,,,,,,
963,BJT_GDR/,,,,,,,,,,,,,,,,,
964,BJT_GMWL/,,,,,,,,,,,,,,,,,
965,BJT_DBLTJM/,,,,,,,,,,,,,,,,,
966,BJT_DGWN/,,,,,,,,,,,,,,,,,
967,BJT_H>YL/,,,,,,,,,,,,,,,,,
968,BJT_HGLGL/,,,,,,,,,,,,,,,,,
969,BJT_HGN/,,,,,,,,,,,,,,,,,
970,BJT_HJCMWT/,,,,,,,,,,,,,,,,,
971,BJT_HKRM/,,,,,,,,,,,,,,,,,
972,BJT_HMRKBWT/,,,,,,,,,,,,,,,,,
973,BJT_H<MQ/,,,,,,,,,,,,,,,,,
974,BJT_H<RBH/,,,,,,,,,,,,,,,,,
975,BJT_HRM/,,,,,,,,,,,,,,,,,
976,BJT_HRN/,,,,,,,,,,,,,,,,,
977,BJT_HCVH/,,,,,,,,,,,,,,,,,
978,BJT_XGLH/,,,,,,,,,,,,,,,,,
979,BJT_XWRWN/,,,,,,,,,,,,,,,,,
980,BJT_XNN/,,,,,,,,,,,,,,,,,
981,BJT_KR/,,,,,,,,,,,,,,,,,
982,BJT_LB>WT/,,,,,,,,,,,,,,,,,
983,BJT_LXM/,,,,,,,,,,,,,,,,,
984,BJT_M<WN/,,,,,,,,,,,,,,,,,
985,BJT_MRKBWT/,,,,,,,,,,,,,,,,,
986,BJT_NMRH/,,,,,,,,,,,,,,,,,
987,BJT_<DN/,,,,,,,,,,,,,,,,,
988,BJT_<ZMWT/,,,,,,,,,,,,,,,,,
989,BJT_<NWT/,,,,,,,,,,,,,,,,,
990,BJT_<NT/,,,,,,,,,,,,,,,,,
991,BJT_<QD/,,,,,,,,,,,,,,,,,
992,BJT_<QD_HR<JM/,,,,,,,,,,,,,,,,,
993,BJT_PLV/,,,,,,,,,,,,,,,,,
994,BJT_P<WR/,,,,,,,,,,,,,,,,,
995,BJT_PYY/,,,,,,,,,,,,,,,,,
996,BJT_YWR/,,,,,,,,,,,,,,,,,
997,BJT_RXWB/,,,,,,,,,,,,,,,,,
998,BJT_C>N/,,,,,,,,,,,,,,,,,
999,BJT_CMC/,,,,,,,,,,,,,,,,,
1000,BJT_TPWX/,,,,,,,,,,,,,,,,,
1001,BJTN/,,,,,,,,,,,,,,,,,
1002,BK>/,,,,,,,,,,,,,,,,,
1003,BKH/,,,,,,,,,,,,,,,,,
1004,BKH[,,græde,,,,,,,,,,,,,,,
1005,BKWRH/,,,,,,,,,,,,,,,,,
1006,BKWRJM/,,,,,,,,,,,,,,,,,
1007,BKWRT/,,,,,,,,,,,,,,,,,
1008,BKWT/,,,,,,,,,,,,,,,,,
1009,BKJ/,"gråd, græden",,,,,,,,,,,,,,,,
1010,BKJM/,,,,,,,,,,,,,,,,,
1011,BKJRH/,,,,,,,,,,,,,,,,,
1012,BKJT/,,,,,,,,,,,,,,,,,
1013,BKR/,førstefødte,,,,,,,,,,,,,,,,
1014,BKR=/,,,,,,,,,,,,,,,,,
1015,BKR==/,,,,,,,,,,,,,,,,,
1016,BKR[,,,,,,,,,,,,,,,,,
1017,BKRH/,,,,,,,,,,,,,,,,,
1018,BKRH=/,,,,,,,,,,,,,,,,,
1019,BKRW/,,,,,,,,,,,,,,,,,
1020,BKRJ/,,,,,,,,,,,,,,,,,
1021,BKRJ=/,,,,,,,,,,,,,,,,,
1022,BL,ikke,,,,,,,,,,,,,,,,
1023,BL/,,,,,,,,,,,,,,,,,
1024,BL>DN/,,,,,,,,,,,,,,,,,
1025,BL>CYR/,,,,,,,,,,,,,,,,,
1026,BLG[,,,,,,,,,,,,,,,,,
1027,BLGH/,,,,,,,,,,,,,,,,,
